"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"65-69 years"	"65-69"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	16	167737	Unreliable
	"Georgia"	"13"	"65-69 years"	"65-69"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	31	173843	17.83
	"Georgia"	"13"	"65-69 years"	"65-69"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	36	180013	20.00
	"Georgia"	"13"	"65-69 years"	"65-69"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	35	175738	19.92
	"Georgia"	"13"	"65-69 years"	"65-69"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	46	175201	26.26
	"Georgia"	"13"	"70-74 years"	"70-74"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	24	88517	27.11
	"Georgia"	"13"	"70-74 years"	"70-74"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	27	87948	30.70
	"Georgia"	"13"	"70-74 years"	"70-74"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	40	87544	45.69
	"Georgia"	"13"	"70-74 years"	"70-74"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	61	87364	69.82
	"Georgia"	"13"	"70-74 years"	"70-74"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	39	87448	44.60
	"Georgia"	"13"	"70-74 years"	"70-74"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	34	87090	39.04
	"Georgia"	"13"	"70-74 years"	"70-74"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	38	89180	42.61
	"Georgia"	"13"	"70-74 years"	"70-74"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	35	91814	38.12
	"Georgia"	"13"	"70-74 years"	"70-74"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	41	93167	44.01
	"Georgia"	"13"	"70-74 years"	"70-74"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	39	95402	40.88
	"Georgia"	"13"	"70-74 years"	"70-74"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	46	98213	46.84
	"Georgia"	"13"	"70-74 years"	"70-74"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	54	99938	54.03
	"Georgia"	"13"	"70-74 years"	"70-74"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	46	104116	44.18
	"Georgia"	"13"	"70-74 years"	"70-74"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	42	109672	38.30
	"Georgia"	"13"	"70-74 years"	"70-74"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	54	117297	46.04
	"Georgia"	"13"	"70-74 years"	"70-74"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	52	123124	42.23
	"Georgia"	"13"	"70-74 years"	"70-74"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	81	127733	63.41
	"Georgia"	"13"	"70-74 years"	"70-74"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	97	131571	73.72
	"Georgia"	"13"	"70-74 years"	"70-74"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	108	143944	75.03
	"Georgia"	"13"	"70-74 years"	"70-74"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	122	149542	81.58
	"Georgia"	"13"	"75-79 years"	"75-79"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	73	76710	95.16
	"Georgia"	"13"	"75-79 years"	"75-79"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	99	76505	129.40
	"Georgia"	"13"	"75-79 years"	"75-79"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	104	76553	135.85
	"Georgia"	"13"	"75-79 years"	"75-79"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	120	76558	156.74
	"Georgia"	"13"	"75-79 years"	"75-79"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	119	76580	155.39
	"Georgia"	"13"	"75-79 years"	"75-79"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	124	76270	162.58
	"Georgia"	"13"	"75-79 years"	"75-79"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	115	76329	150.66
	"Georgia"	"13"	"75-79 years"	"75-79"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	101	77364	130.55
	"Georgia"	"13"	"75-79 years"	"75-79"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	92	77602	118.55
	"Georgia"	"13"	"75-79 years"	"75-79"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	136	77700	175.03
	"Georgia"	"13"	"75-79 years"	"75-79"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	94	77378	121.48
	"Georgia"	"13"	"75-79 years"	"75-79"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	121	78685	153.78
	"Georgia"	"13"	"75-79 years"	"75-79"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	143	80145	178.43
	"Georgia"	"13"	"75-79 years"	"75-79"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	122	81646	149.43
	"Georgia"	"13"	"75-79 years"	"75-79"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	121	83720	144.53
	"Georgia"	"13"	"75-79 years"	"75-79"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	145	86877	166.90
	"Georgia"	"13"	"75-79 years"	"75-79"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	225	89279	252.02
	"Georgia"	"13"	"75-79 years"	"75-79"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	195	92274	211.33
	"Georgia"	"13"	"75-79 years"	"75-79"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	229	96959	236.18
	"Georgia"	"13"	"75-79 years"	"75-79"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	255	103929	245.36
	"Georgia"	"13"	"80-84 years"	"80-84"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	144	54283	265.28
	"Georgia"	"13"	"80-84 years"	"80-84"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	198	54101	365.98
	"Georgia"	"13"	"80-84 years"	"80-84"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	204	56266	362.56
	"Georgia"	"13"	"80-84 years"	"80-84"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	194	57697	336.24
	"Georgia"	"13"	"80-84 years"	"80-84"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	228	58773	387.93
	"Georgia"	"13"	"80-84 years"	"80-84"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	227	59820	379.47
	"Georgia"	"13"	"80-84 years"	"80-84"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	246	60283	408.08
	"Georgia"	"13"	"80-84 years"	"80-84"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	249	61258	406.48
	"Georgia"	"13"	"80-84 years"	"80-84"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	250	61551	406.17
	"Georgia"	"13"	"80-84 years"	"80-84"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	258	62016	416.02
	"Georgia"	"13"	"80-84 years"	"80-84"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	255	62016	411.18
	"Georgia"	"13"	"80-84 years"	"80-84"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	235	61647	381.20
	"Georgia"	"13"	"80-84 years"	"80-84"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	234	61898	378.04
	"Georgia"	"13"	"80-84 years"	"80-84"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	234	62316	375.51
	"Georgia"	"13"	"80-84 years"	"80-84"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	230	62249	369.48
	"Georgia"	"13"	"80-84 years"	"80-84"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	279	62665	445.22
	"Georgia"	"13"	"80-84 years"	"80-84"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	393	63890	615.12
	"Georgia"	"13"	"80-84 years"	"80-84"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	436	64638	674.53
	"Georgia"	"13"	"80-84 years"	"80-84"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	412	65658	627.49
	"Georgia"	"13"	"80-84 years"	"80-84"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	457	67448	677.56
	"Georgia"	"13"	"85-89 years"	"85-89"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	199	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	225	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	249	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	293	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	295	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	311	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	311	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	304	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	345	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	346	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	297	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	360	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	383	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	325	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	316	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	438	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	610	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	594	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	643	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	621	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	124	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	149	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	180	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	210	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	228	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	230	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	245	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	279	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	246	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	250	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	270	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	298	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	335	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	328	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	269	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	381	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	510	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	587	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	606	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	641	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	47	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	66	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	79	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	79	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	89	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	82	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	107	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	106	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	130	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	110	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	94	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	113	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	133	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	109	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	120	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	166	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	228	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	237	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	280	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	284	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	11	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	12	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	16	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	15	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	17	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	22	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	15	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	17	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	18	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	19	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	20	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	22	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	49	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	50	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	70	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	58	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	11318	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	10875	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	10557	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	10557	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	10355	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	10402	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	10058	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	10157	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	9956	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	10261	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	10691	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	11215	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	12008	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	12252	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	12833	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	12986	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	13429	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	13057	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	12920	Suppressed
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	12445	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	12765	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	12402	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	11826	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	11199	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	10727	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	10382	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	10398	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	10529	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	10486	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	10307	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	10204	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	9882	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	9570	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	9802	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	10032	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	10403	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	10826	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	11327	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	11534	Suppressed
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	11919	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	13370	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	13031	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	12656	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	12415	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	12209	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	12127	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	11960	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	11393	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	10915	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	10589	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	10199	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	10325	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	10175	Suppressed
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	9842	Suppressed
