"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"California"	"06"	"65-69 years"	"65-69"	"2012"	"2012"	"Female"	"F"	7810	787672	991.53
	"California"	"06"	"65-69 years"	"65-69"	"2012"	"2012"	"Male"	"M"	10789	700852	1539.41
	"California"	"06"	"65-69 years"	"65-69"	"2013"	"2013"	"Female"	"F"	7935	832592	953.05
	"California"	"06"	"65-69 years"	"65-69"	"2013"	"2013"	"Male"	"M"	11220	742544	1511.02
	"California"	"06"	"65-69 years"	"65-69"	"2014"	"2014"	"Female"	"F"	8270	880487	939.25
	"California"	"06"	"65-69 years"	"65-69"	"2014"	"2014"	"Male"	"M"	11554	783720	1474.25
	"California"	"06"	"65-69 years"	"65-69"	"2015"	"2015"	"Female"	"F"	8973	926969	967.99
	"California"	"06"	"65-69 years"	"65-69"	"2015"	"2015"	"Male"	"M"	12625	824609	1531.03
	"California"	"06"	"65-69 years"	"65-69"	"2016"	"2016"	"Female"	"F"	9218	965356	954.88
	"California"	"06"	"65-69 years"	"65-69"	"2016"	"2016"	"Male"	"M"	13024	855315	1522.71
	"California"	"06"	"65-69 years"	"65-69"	"2017"	"2017"	"Female"	"F"	9334	968879	963.38
	"California"	"06"	"65-69 years"	"65-69"	"2017"	"2017"	"Male"	"M"	13572	856686	1584.24
	"California"	"06"	"65-69 years"	"65-69"	"2018"	"2018"	"Female"	"F"	9168	983722	931.97
	"California"	"06"	"65-69 years"	"65-69"	"2018"	"2018"	"Male"	"M"	13664	869380	1571.69
	"California"	"06"	"70-74 years"	"70-74"	"1999"	"1999"	"Female"	"F"	11189	505536	2213.29
	"California"	"06"	"70-74 years"	"70-74"	"1999"	"1999"	"Male"	"M"	13504	396863	3402.69
	"California"	"06"	"70-74 years"	"70-74"	"2000"	"2000"	"Female"	"F"	10705	505361	2118.29
	"California"	"06"	"70-74 years"	"70-74"	"2000"	"2000"	"Male"	"M"	13037	397927	3276.23
	"California"	"06"	"70-74 years"	"70-74"	"2001"	"2001"	"Female"	"F"	10687	501653	2130.36
	"California"	"06"	"70-74 years"	"70-74"	"2001"	"2001"	"Male"	"M"	12587	402534	3126.94
	"California"	"06"	"70-74 years"	"70-74"	"2002"	"2002"	"Female"	"F"	10487	495803	2115.15
	"California"	"06"	"70-74 years"	"70-74"	"2002"	"2002"	"Male"	"M"	12367	403587	3064.27
	"California"	"06"	"70-74 years"	"70-74"	"2003"	"2003"	"Female"	"F"	10092	492274	2050.08
	"California"	"06"	"70-74 years"	"70-74"	"2003"	"2003"	"Male"	"M"	12029	404049	2977.11
	"California"	"06"	"70-74 years"	"70-74"	"2004"	"2004"	"Female"	"F"	9654	489725	1971.31
	"California"	"06"	"70-74 years"	"70-74"	"2004"	"2004"	"Male"	"M"	11498	403526	2849.38
	"California"	"06"	"70-74 years"	"70-74"	"2005"	"2005"	"Female"	"F"	9335	489285	1907.89
	"California"	"06"	"70-74 years"	"70-74"	"2005"	"2005"	"Male"	"M"	11317	404530	2797.57
	"California"	"06"	"70-74 years"	"70-74"	"2006"	"2006"	"Female"	"F"	9037	489143	1847.52
	"California"	"06"	"70-74 years"	"70-74"	"2006"	"2006"	"Male"	"M"	10868	404353	2687.75
	"California"	"06"	"70-74 years"	"70-74"	"2007"	"2007"	"Female"	"F"	8942	495676	1804.00
	"California"	"06"	"70-74 years"	"70-74"	"2007"	"2007"	"Male"	"M"	10717	409932	2614.34
	"California"	"06"	"70-74 years"	"70-74"	"2008"	"2008"	"Female"	"F"	8966	506852	1768.96
	"California"	"06"	"70-74 years"	"70-74"	"2008"	"2008"	"Male"	"M"	10556	421286	2505.66
	"California"	"06"	"70-74 years"	"70-74"	"2009"	"2009"	"Female"	"F"	8702	519565	1674.86
	"California"	"06"	"70-74 years"	"70-74"	"2009"	"2009"	"Male"	"M"	10575	434899	2431.60
	"California"	"06"	"70-74 years"	"70-74"	"2010"	"2010"	"Female"	"F"	8747	528376	1655.45
	"California"	"06"	"70-74 years"	"70-74"	"2010"	"2010"	"Male"	"M"	10567	443402	2383.16
	"California"	"06"	"70-74 years"	"70-74"	"2011"	"2011"	"Female"	"F"	8830	548394	1610.16
	"California"	"06"	"70-74 years"	"70-74"	"2011"	"2011"	"Male"	"M"	10825	461329	2346.48
	"California"	"06"	"70-74 years"	"70-74"	"2012"	"2012"	"Female"	"F"	8867	570090	1555.37
	"California"	"06"	"70-74 years"	"70-74"	"2012"	"2012"	"Male"	"M"	11143	480505	2319.02
	"California"	"06"	"70-74 years"	"70-74"	"2013"	"2013"	"Female"	"F"	9324	603762	1544.32
	"California"	"06"	"70-74 years"	"70-74"	"2013"	"2013"	"Male"	"M"	11905	510087	2333.92
	"California"	"06"	"70-74 years"	"70-74"	"2014"	"2014"	"Female"	"F"	9332	634971	1469.67
	"California"	"06"	"70-74 years"	"70-74"	"2014"	"2014"	"Male"	"M"	12102	535182	2261.29
	"California"	"06"	"70-74 years"	"70-74"	"2015"	"2015"	"Female"	"F"	10199	664806	1534.13
	"California"	"06"	"70-74 years"	"70-74"	"2015"	"2015"	"Male"	"M"	12983	561019	2314.18
	"California"	"06"	"70-74 years"	"70-74"	"2016"	"2016"	"Female"	"F"	10304	686849	1500.18
	"California"	"06"	"70-74 years"	"70-74"	"2016"	"2016"	"Male"	"M"	13288	581482	2285.20
	"California"	"06"	"70-74 years"	"70-74"	"2017"	"2017"	"Female"	"F"	10907	740010	1473.90
	"California"	"06"	"70-74 years"	"70-74"	"2017"	"2017"	"Male"	"M"	14216	630225	2255.70
	"California"	"06"	"70-74 years"	"70-74"	"2018"	"2018"	"Female"	"F"	11211	772616	1451.04
	"California"	"06"	"70-74 years"	"70-74"	"2018"	"2018"	"Male"	"M"	14760	659696	2237.39
	"California"	"06"	"75-79 years"	"75-79"	"1999"	"1999"	"Female"	"F"	15652	442332	3538.52
	"California"	"06"	"75-79 years"	"75-79"	"1999"	"1999"	"Male"	"M"	16839	324356	5191.52
	"California"	"06"	"75-79 years"	"75-79"	"2000"	"2000"	"Female"	"F"	15767	451664	3490.87
	"California"	"06"	"75-79 years"	"75-79"	"2000"	"2000"	"Male"	"M"	16634	327683	5076.25
	"California"	"06"	"75-79 years"	"75-79"	"2001"	"2001"	"Female"	"F"	15770	455915	3458.98
	"California"	"06"	"75-79 years"	"75-79"	"2001"	"2001"	"Male"	"M"	16494	329515	5005.54
	"California"	"06"	"75-79 years"	"75-79"	"2002"	"2002"	"Female"	"F"	15236	454928	3349.10
	"California"	"06"	"75-79 years"	"75-79"	"2002"	"2002"	"Male"	"M"	16040	328451	4883.53
	"California"	"06"	"75-79 years"	"75-79"	"2003"	"2003"	"Female"	"F"	14954	452940	3301.54
	"California"	"06"	"75-79 years"	"75-79"	"2003"	"2003"	"Male"	"M"	15808	328362	4814.20
	"California"	"06"	"75-79 years"	"75-79"	"2004"	"2004"	"Female"	"F"	14064	445912	3153.99
	"California"	"06"	"75-79 years"	"75-79"	"2004"	"2004"	"Male"	"M"	14965	325764	4593.82
	"California"	"06"	"75-79 years"	"75-79"	"2005"	"2005"	"Female"	"F"	13881	442881	3134.25
	"California"	"06"	"75-79 years"	"75-79"	"2005"	"2005"	"Male"	"M"	14728	329285	4472.72
	"California"	"06"	"75-79 years"	"75-79"	"2006"	"2006"	"Female"	"F"	13375	436058	3067.25
	"California"	"06"	"75-79 years"	"75-79"	"2006"	"2006"	"Male"	"M"	14287	329888	4330.86
	"California"	"06"	"75-79 years"	"75-79"	"2007"	"2007"	"Female"	"F"	12857	431420	2980.16
	"California"	"06"	"75-79 years"	"75-79"	"2007"	"2007"	"Male"	"M"	13943	330839	4214.44
	"California"	"06"	"75-79 years"	"75-79"	"2008"	"2008"	"Female"	"F"	12358	428402	2884.67
	"California"	"06"	"75-79 years"	"75-79"	"2008"	"2008"	"Male"	"M"	13498	332628	4057.99
	"California"	"06"	"75-79 years"	"75-79"	"2009"	"2009"	"Female"	"F"	11848	428778	2763.20
	"California"	"06"	"75-79 years"	"75-79"	"2009"	"2009"	"Male"	"M"	13122	334815	3919.18
	"California"	"06"	"75-79 years"	"75-79"	"2010"	"2010"	"Female"	"F"	11671	429797	2715.47
	"California"	"06"	"75-79 years"	"75-79"	"2010"	"2010"	"Male"	"M"	12985	337174	3851.13
	"California"	"06"	"75-79 years"	"75-79"	"2011"	"2011"	"Female"	"F"	11753	434289	2706.26
	"California"	"06"	"75-79 years"	"75-79"	"2011"	"2011"	"Male"	"M"	13013	342753	3796.61
	"California"	"06"	"75-79 years"	"75-79"	"2012"	"2012"	"Female"	"F"	11794	443088	2661.77
	"California"	"06"	"75-79 years"	"75-79"	"2012"	"2012"	"Male"	"M"	12988	349789	3713.10
	"California"	"06"	"75-79 years"	"75-79"	"2013"	"2013"	"Female"	"F"	12055	455574	2646.11
	"California"	"06"	"75-79 years"	"75-79"	"2013"	"2013"	"Male"	"M"	13297	361268	3680.65
	"California"	"06"	"75-79 years"	"75-79"	"2014"	"2014"	"Female"	"F"	11766	471496	2495.46
	"California"	"06"	"75-79 years"	"75-79"	"2014"	"2014"	"Male"	"M"	13223	375505	3521.39
	"California"	"06"	"75-79 years"	"75-79"	"2015"	"2015"	"Female"	"F"	12360	485633	2545.13
	"California"	"06"	"75-79 years"	"75-79"	"2015"	"2015"	"Male"	"M"	13897	388278	3579.14
	"California"	"06"	"75-79 years"	"75-79"	"2016"	"2016"	"Female"	"F"	12571	499132	2518.57
	"California"	"06"	"75-79 years"	"75-79"	"2016"	"2016"	"Male"	"M"	14396	399130	3606.84
	"California"	"06"	"75-79 years"	"75-79"	"2017"	"2017"	"Female"	"F"	12777	516095	2475.71
	"California"	"06"	"75-79 years"	"75-79"	"2017"	"2017"	"Male"	"M"	14960	413535	3617.59
	"California"	"06"	"75-79 years"	"75-79"	"2018"	"2018"	"Female"	"F"	13176	541583	2432.87
	"California"	"06"	"75-79 years"	"75-79"	"2018"	"2018"	"Male"	"M"	15396	435135	3538.21
	"California"	"06"	"80-84 years"	"80-84"	"1999"	"1999"	"Female"	"F"	18013	299796	6008.42
	"California"	"06"	"80-84 years"	"80-84"	"1999"	"1999"	"Male"	"M"	16228	193155	8401.54
	"California"	"06"	"80-84 years"	"80-84"	"2000"	"2000"	"Female"	"F"	18085	305525	5919.32
	"California"	"06"	"80-84 years"	"80-84"	"2000"	"2000"	"Male"	"M"	16323	197306	8272.94
	"California"	"06"	"80-84 years"	"80-84"	"2001"	"2001"	"Female"	"F"	18640	320865	5809.30
	"California"	"06"	"80-84 years"	"80-84"	"2001"	"2001"	"Male"	"M"	16940	210247	8057.19
	"California"	"06"	"80-84 years"	"80-84"	"2002"	"2002"	"Female"	"F"	19255	333801	5768.41
	"California"	"06"	"80-84 years"	"80-84"	"2002"	"2002"	"Male"	"M"	17225	221013	7793.66
	"California"	"06"	"80-84 years"	"80-84"	"2003"	"2003"	"Female"	"F"	19650	344421	5705.23
	"California"	"06"	"80-84 years"	"80-84"	"2003"	"2003"	"Male"	"M"	17873	228990	7805.14
	"California"	"06"	"80-84 years"	"80-84"	"2004"	"2004"	"Female"	"F"	19515	354386	5506.71
	"California"	"06"	"80-84 years"	"80-84"	"2004"	"2004"	"Male"	"M"	17182	235942	7282.30
	"California"	"06"	"80-84 years"	"80-84"	"2005"	"2005"	"Female"	"F"	19251	361120	5330.91
	"California"	"06"	"80-84 years"	"80-84"	"2005"	"2005"	"Male"	"M"	17683	240235	7360.71
	"California"	"06"	"80-84 years"	"80-84"	"2006"	"2006"	"Female"	"F"	19015	361416	5261.25
	"California"	"06"	"80-84 years"	"80-84"	"2006"	"2006"	"Male"	"M"	17517	239336	7319.00
	"California"	"06"	"80-84 years"	"80-84"	"2007"	"2007"	"Female"	"F"	18506	361654	5117.05
	"California"	"06"	"80-84 years"	"80-84"	"2007"	"2007"	"Male"	"M"	16480	239870	6870.39
	"California"	"06"	"80-84 years"	"80-84"	"2008"	"2008"	"Female"	"F"	18196	361300	5036.26
	"California"	"06"	"80-84 years"	"80-84"	"2008"	"2008"	"Male"	"M"	16457	240779	6834.90
	"California"	"06"	"80-84 years"	"80-84"	"2009"	"2009"	"Female"	"F"	17177	358336	4793.55
	"California"	"06"	"80-84 years"	"80-84"	"2009"	"2009"	"Male"	"M"	15715	241491	6507.49
	"California"	"06"	"80-84 years"	"80-84"	"2010"	"2010"	"Female"	"F"	17085	357837	4774.52
	"California"	"06"	"80-84 years"	"80-84"	"2010"	"2010"	"Male"	"M"	15799	245402	6438.01
	"California"	"06"	"80-84 years"	"80-84"	"2011"	"2011"	"Female"	"F"	17013	358351	4747.58
	"California"	"06"	"80-84 years"	"80-84"	"2011"	"2011"	"Male"	"M"	16165	252531	6401.19
	"California"	"06"	"80-84 years"	"80-84"	"2012"	"2012"	"Female"	"F"	16553	357339	4632.30
	"California"	"06"	"80-84 years"	"80-84"	"2012"	"2012"	"Male"	"M"	15836	256469	6174.63
	"California"	"06"	"80-84 years"	"80-84"	"2013"	"2013"	"Female"	"F"	16400	357524	4587.10
	"California"	"06"	"80-84 years"	"80-84"	"2013"	"2013"	"Male"	"M"	16146	259914	6212.05
	"California"	"06"	"80-84 years"	"80-84"	"2014"	"2014"	"Female"	"F"	15531	360107	4312.88
	"California"	"06"	"80-84 years"	"80-84"	"2014"	"2014"	"Male"	"M"	15884	262929	6041.17
	"California"	"06"	"80-84 years"	"80-84"	"2015"	"2015"	"Female"	"F"	16176	363113	4454.81
	"California"	"06"	"80-84 years"	"80-84"	"2015"	"2015"	"Male"	"M"	16253	266550	6097.54
	"California"	"06"	"80-84 years"	"80-84"	"2016"	"2016"	"Female"	"F"	16112	366855	4391.93
	"California"	"06"	"80-84 years"	"80-84"	"2016"	"2016"	"Male"	"M"	16042	270183	5937.46
	"California"	"06"	"80-84 years"	"80-84"	"2017"	"2017"	"Female"	"F"	16515	372246	4436.58
	"California"	"06"	"80-84 years"	"80-84"	"2017"	"2017"	"Male"	"M"	16280	274889	5922.39
	"California"	"06"	"80-84 years"	"80-84"	"2018"	"2018"	"Female"	"F"	16452	380440	4324.47
	"California"	"06"	"80-84 years"	"80-84"	"2018"	"2018"	"Male"	"M"	16715	282868	5909.12
	"California"	"06"	"85-89 years"	"85-89"	"1999"	"1999"	"Female"	"F"	18633	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"1999"	"1999"	"Male"	"M"	12448	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2000"	"2000"	"Female"	"F"	18622	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2000"	"2000"	"Male"	"M"	12929	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2001"	"2001"	"Female"	"F"	19387	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2001"	"2001"	"Male"	"M"	13329	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2002"	"2002"	"Female"	"F"	19378	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2002"	"2002"	"Male"	"M"	13658	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2003"	"2003"	"Female"	"F"	19747	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2003"	"2003"	"Male"	"M"	13987	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2004"	"2004"	"Female"	"F"	18930	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2004"	"2004"	"Male"	"M"	13631	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2005"	"2005"	"Female"	"F"	19661	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2005"	"2005"	"Male"	"M"	14207	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2006"	"2006"	"Female"	"F"	20047	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2006"	"2006"	"Male"	"M"	14960	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2007"	"2007"	"Female"	"F"	19924	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2007"	"2007"	"Male"	"M"	15101	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2008"	"2008"	"Female"	"F"	20710	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2008"	"2008"	"Male"	"M"	15593	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2009"	"2009"	"Female"	"F"	20860	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2009"	"2009"	"Male"	"M"	15944	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2010"	"2010"	"Female"	"F"	21437	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2010"	"2010"	"Male"	"M"	16539	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2011"	"2011"	"Female"	"F"	21671	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2011"	"2011"	"Male"	"M"	16517	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2012"	"2012"	"Female"	"F"	21523	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2012"	"2012"	"Male"	"M"	16488	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2013"	"2013"	"Female"	"F"	21505	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2013"	"2013"	"Male"	"M"	16734	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2014"	"2014"	"Female"	"F"	20236	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2014"	"2014"	"Male"	"M"	15909	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2015"	"2015"	"Female"	"F"	21046	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2015"	"2015"	"Male"	"M"	16852	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2016"	"2016"	"Female"	"F"	20747	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2016"	"2016"	"Male"	"M"	16782	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2017"	"2017"	"Female"	"F"	20506	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2017"	"2017"	"Male"	"M"	17452	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2018"	"2018"	"Female"	"F"	20090	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	"2018"	"2018"	"Male"	"M"	17280	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"1999"	"1999"	"Female"	"F"	13741	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"1999"	"1999"	"Male"	"M"	6436	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2000"	"2000"	"Female"	"F"	14043	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2000"	"2000"	"Male"	"M"	6661	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2001"	"2001"	"Female"	"F"	14337	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2001"	"2001"	"Male"	"M"	6682	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2002"	"2002"	"Female"	"F"	14393	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2002"	"2002"	"Male"	"M"	6927	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2003"	"2003"	"Female"	"F"	15137	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2003"	"2003"	"Male"	"M"	7472	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2004"	"2004"	"Female"	"F"	14403	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2004"	"2004"	"Male"	"M"	7486	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2005"	"2005"	"Female"	"F"	15193	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2005"	"2005"	"Male"	"M"	8088	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2006"	"2006"	"Female"	"F"	15379	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2006"	"2006"	"Male"	"M"	8316	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2007"	"2007"	"Female"	"F"	15244	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2007"	"2007"	"Male"	"M"	8161	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2008"	"2008"	"Female"	"F"	15548	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2008"	"2008"	"Male"	"M"	8729	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2009"	"2009"	"Female"	"F"	15130	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2009"	"2009"	"Male"	"M"	8900	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2010"	"2010"	"Female"	"F"	16086	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2010"	"2010"	"Male"	"M"	9592	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2011"	"2011"	"Female"	"F"	17402	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2011"	"2011"	"Male"	"M"	10527	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2012"	"2012"	"Female"	"F"	18053	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2012"	"2012"	"Male"	"M"	11118	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2013"	"2013"	"Female"	"F"	18816	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2013"	"2013"	"Male"	"M"	11914	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2014"	"2014"	"Female"	"F"	18894	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2014"	"2014"	"Male"	"M"	11792	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2015"	"2015"	"Female"	"F"	20458	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2015"	"2015"	"Male"	"M"	12705	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2016"	"2016"	"Female"	"F"	20246	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2016"	"2016"	"Male"	"M"	12717	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2017"	"2017"	"Female"	"F"	21099	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2017"	"2017"	"Male"	"M"	12862	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2018"	"2018"	"Female"	"F"	20209	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	"2018"	"2018"	"Male"	"M"	12704	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"1999"	"1999"	"Female"	"F"	6208	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"1999"	"1999"	"Male"	"M"	1919	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2000"	"2000"	"Female"	"F"	6215	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2000"	"2000"	"Male"	"M"	1940	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2001"	"2001"	"Female"	"F"	6120	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2001"	"2001"	"Male"	"M"	2015	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2002"	"2002"	"Female"	"F"	6185	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2002"	"2002"	"Male"	"M"	2065	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2003"	"2003"	"Female"	"F"	6574	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2003"	"2003"	"Male"	"M"	2166	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2004"	"2004"	"Female"	"F"	6394	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2004"	"2004"	"Male"	"M"	2172	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2005"	"2005"	"Female"	"F"	6762	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2005"	"2005"	"Male"	"M"	2340	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2006"	"2006"	"Female"	"F"	6953	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2006"	"2006"	"Male"	"M"	2371	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2007"	"2007"	"Female"	"F"	6791	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2007"	"2007"	"Male"	"M"	2561	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2008"	"2008"	"Female"	"F"	7308	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2008"	"2008"	"Male"	"M"	2676	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2009"	"2009"	"Female"	"F"	7165	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2009"	"2009"	"Male"	"M"	2877	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2010"	"2010"	"Female"	"F"	7699	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2010"	"2010"	"Male"	"M"	3009	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2011"	"2011"	"Female"	"F"	8012	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2011"	"2011"	"Male"	"M"	3252	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2012"	"2012"	"Female"	"F"	8084	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2012"	"2012"	"Male"	"M"	3456	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2013"	"2013"	"Female"	"F"	8698	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2013"	"2013"	"Male"	"M"	3700	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2014"	"2014"	"Female"	"F"	8422	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2014"	"2014"	"Male"	"M"	3830	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2015"	"2015"	"Female"	"F"	9395	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2015"	"2015"	"Male"	"M"	4296	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	"2016"	"2016"	"Female"	"F"	9997	Not Applicable	Not Applicable
