"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
"Total"	"Illinois"	"17"	"100+ years"	"100+"	"Female"	"F"			Suppressed	Not Applicable	Not Applicable
"Total"	"Illinois"	"17"	"100+ years"	"100+"					Suppressed	Not Applicable	Not Applicable
"Total"	"Illinois"	"17"							15	149925	Unreliable
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"1999"	"1999"	Suppressed	515	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2000"	"2000"	Suppressed	561	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2001"	"2001"	Suppressed	572	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2002"	"2002"	Suppressed	566	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2003"	"2003"	Suppressed	582	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2004"	"2004"	Suppressed	591	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2005"	"2005"	Suppressed	587	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2006"	"2006"	Suppressed	577	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2007"	"2007"	Suppressed	557	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2008"	"2008"	Suppressed	552	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2009"	"2009"	Suppressed	549	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2010"	"2010"	Suppressed	570	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2011"	"2011"	Suppressed	592	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2012"	"2012"	Suppressed	556	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2013"	"2013"	Suppressed	570	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2014"	"2014"	Suppressed	558	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2015"	"2015"	Suppressed	595	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	Suppressed	593	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	Suppressed	578	Suppressed
	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"	"2018"	"2018"	Suppressed	580	Suppressed
"Total"	"Indiana"	"18"	"30-34 years"	"30-34"	"Female"	"F"			Suppressed	11401	Suppressed
"Total"	"Indiana"	"18"	"30-34 years"	"30-34"					Suppressed	11401	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"1999"	"1999"	Suppressed	664	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2000"	"2000"	Suppressed	726	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2001"	"2001"	Suppressed	647	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2002"	"2002"	Suppressed	615	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2003"	"2003"	Suppressed	586	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2004"	"2004"	Suppressed	583	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2005"	"2005"	Suppressed	531	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2006"	"2006"	Suppressed	542	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2007"	"2007"	Suppressed	540	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2008"	"2008"	Suppressed	568	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2009"	"2009"	Suppressed	564	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2010"	"2010"	Suppressed	566	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2011"	"2011"	Suppressed	544	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2012"	"2012"	Suppressed	548	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2013"	"2013"	Suppressed	549	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2014"	"2014"	Suppressed	572	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2015"	"2015"	Suppressed	580	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	Suppressed	578	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	Suppressed	566	Suppressed
	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"	"2018"	"2018"	Suppressed	590	Suppressed
"Total"	"Indiana"	"18"	"35-39 years"	"35-39"	"Female"	"F"			Suppressed	11659	Suppressed
"Total"	"Indiana"	"18"	"35-39 years"	"35-39"					Suppressed	11659	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"1999"	"1999"	Suppressed	777	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2000"	"2000"	Suppressed	802	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2001"	"2001"	Suppressed	781	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2002"	"2002"	Suppressed	755	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2003"	"2003"	Suppressed	729	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2004"	"2004"	Suppressed	724	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2005"	"2005"	Suppressed	740	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2006"	"2006"	Suppressed	729	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2007"	"2007"	Suppressed	724	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2008"	"2008"	Suppressed	670	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2009"	"2009"	Suppressed	678	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2010"	"2010"	Suppressed	651	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2011"	"2011"	Suppressed	649	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2012"	"2012"	Suppressed	643	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2013"	"2013"	Suppressed	639	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2014"	"2014"	Suppressed	598	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2015"	"2015"	Suppressed	577	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	Suppressed	559	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	Suppressed	550	Suppressed
	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"	"2018"	"2018"	Suppressed	558	Suppressed
"Total"	"Indiana"	"18"	"40-44 years"	"40-44"	"Female"	"F"			Suppressed	13533	Suppressed
"Total"	"Indiana"	"18"	"40-44 years"	"40-44"					Suppressed	13533	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"1999"	"1999"	Suppressed	611	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2000"	"2000"	Suppressed	673	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2001"	"2001"	Suppressed	709	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2002"	"2002"	Suppressed	756	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2003"	"2003"	Suppressed	788	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2004"	"2004"	Suppressed	808	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2005"	"2005"	Suppressed	823	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2006"	"2006"	Suppressed	814	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2007"	"2007"	Suppressed	814	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2008"	"2008"	Suppressed	823	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2009"	"2009"	Suppressed	812	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2010"	"2010"	Suppressed	820	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2011"	"2011"	Suppressed	782	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2012"	"2012"	Suppressed	761	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2013"	"2013"	Suppressed	700	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2014"	"2014"	Suppressed	689	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2015"	"2015"	Suppressed	649	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	Suppressed	633	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	Suppressed	634	Suppressed
	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"	"2018"	"2018"	Suppressed	636	Suppressed
"Total"	"Indiana"	"18"	"45-49 years"	"45-49"	"Female"	"F"			Suppressed	14735	Suppressed
"Total"	"Indiana"	"18"	"45-49 years"	"45-49"					Suppressed	14735	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"1999"	"1999"	Suppressed	457	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2000"	"2000"	Suppressed	528	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2001"	"2001"	Suppressed	568	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2002"	"2002"	Suppressed	631	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2003"	"2003"	Suppressed	629	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2004"	"2004"	Suppressed	641	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2005"	"2005"	Suppressed	678	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	Suppressed	722	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	Suppressed	756	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	Suppressed	781	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	Suppressed	788	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	Suppressed	786	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	Suppressed	785	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	Suppressed	805	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	Suppressed	808	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	Suppressed	787	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	Suppressed	781	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	Suppressed	755	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	Suppressed	732	Suppressed
	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"	"2018"	"2018"	Suppressed	689	Suppressed
"Total"	"Indiana"	"18"	"50-54 years"	"50-54"	"Female"	"F"			Suppressed	14107	Suppressed
"Total"	"Indiana"	"18"	"50-54 years"	"50-54"					Suppressed	14107	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"1999"	"1999"	Suppressed	298	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2000"	"2000"	Suppressed	330	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2001"	"2001"	Suppressed	352	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2002"	"2002"	Suppressed	377	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2003"	"2003"	Suppressed	420	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2004"	"2004"	Suppressed	464	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2005"	"2005"	Suppressed	512	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2006"	"2006"	Suppressed	559	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2007"	"2007"	Suppressed	603	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2008"	"2008"	Suppressed	586	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2009"	"2009"	Suppressed	604	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2010"	"2010"	Suppressed	609	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2011"	"2011"	Suppressed	659	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2012"	"2012"	Suppressed	682	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2013"	"2013"	Suppressed	730	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2014"	"2014"	Suppressed	778	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2015"	"2015"	Suppressed	778	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2016"	"2016"	Suppressed	771	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2017"	"2017"	Suppressed	779	Suppressed
	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"	"2018"	"2018"	Suppressed	793	Suppressed
"Total"	"Indiana"	"18"	"55-59 years"	"55-59"	"Female"	"F"			Suppressed	11684	Suppressed
"Total"	"Indiana"	"18"	"55-59 years"	"55-59"					Suppressed	11684	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"1999"	"1999"	Suppressed	229	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2000"	"2000"	Suppressed	261	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2001"	"2001"	Suppressed	265	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2002"	"2002"	Suppressed	284	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2003"	"2003"	Suppressed	296	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2004"	"2004"	Suppressed	304	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2005"	"2005"	Suppressed	326	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2006"	"2006"	Suppressed	339	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2007"	"2007"	Suppressed	358	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2008"	"2008"	Suppressed	408	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2009"	"2009"	Suppressed	439	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2010"	"2010"	Suppressed	463	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2011"	"2011"	Suppressed	504	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2012"	"2012"	Suppressed	528	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2013"	"2013"	Suppressed	550	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2014"	"2014"	Suppressed	563	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2015"	"2015"	Suppressed	602	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2016"	"2016"	Suppressed	635	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2017"	"2017"	Suppressed	661	Suppressed
	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"	"2018"	"2018"	Suppressed	698	Suppressed
"Total"	"Indiana"	"18"	"60-64 years "	"60-64"	"Female"	"F"			Suppressed	8713	Suppressed
"Total"	"Indiana"	"18"	"60-64 years "	"60-64"					Suppressed	8713	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"1999"	"1999"	Suppressed	123	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2000"	"2000"	Suppressed	153	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2001"	"2001"	Suppressed	151	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2002"	"2002"	Suppressed	153	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2003"	"2003"	Suppressed	161	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2004"	"2004"	Suppressed	183	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2005"	"2005"	Suppressed	218	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2006"	"2006"	Suppressed	245	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2007"	"2007"	Suppressed	256	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2008"	"2008"	Suppressed	273	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2009"	"2009"	Suppressed	282	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2010"	"2010"	Suppressed	291	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2011"	"2011"	Suppressed	334	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2012"	"2012"	Suppressed	371	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2013"	"2013"	Suppressed	405	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2014"	"2014"	Suppressed	420	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2015"	"2015"	Suppressed	442	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2016"	"2016"	Suppressed	470	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2017"	"2017"	Suppressed	504	Suppressed
	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"	"2018"	"2018"	Suppressed	514	Suppressed
"Total"	"Indiana"	"18"	"65-69 years"	"65-69"	"Female"	"F"			Suppressed	5949	Suppressed
"Total"	"Indiana"	"18"	"65-69 years"	"65-69"					Suppressed	5949	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"1999"	"1999"	Suppressed	108	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2000"	"2000"	Suppressed	128	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2001"	"2001"	Suppressed	131	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2002"	"2002"	Suppressed	130	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2003"	"2003"	Suppressed	130	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2004"	"2004"	Suppressed	138	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2005"	"2005"	Suppressed	142	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2006"	"2006"	Suppressed	148	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2007"	"2007"	Suppressed	153	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2008"	"2008"	Suppressed	158	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2009"	"2009"	Suppressed	177	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2010"	"2010"	Suppressed	195	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2011"	"2011"	Suppressed	219	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2012"	"2012"	Suppressed	223	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2013"	"2013"	Suppressed	240	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2014"	"2014"	Suppressed	265	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2015"	"2015"	Suppressed	296	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2016"	"2016"	Suppressed	325	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2017"	"2017"	Suppressed	345	Suppressed
	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"	"2018"	"2018"	Suppressed	368	Suppressed
"Total"	"Indiana"	"18"	"70-74 years"	"70-74"	"Female"	"F"			Suppressed	4019	Suppressed
"Total"	"Indiana"	"18"	"70-74 years"	"70-74"					Suppressed	4019	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"1999"	"1999"	Suppressed	76	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2000"	"2000"	Suppressed	91	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2001"	"2001"	Suppressed	85	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2002"	"2002"	Suppressed	107	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2003"	"2003"	Suppressed	109	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2004"	"2004"	Suppressed	104	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2005"	"2005"	Suppressed	106	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2006"	"2006"	Suppressed	111	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2007"	"2007"	Suppressed	111	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2008"	"2008"	Suppressed	110	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2009"	"2009"	Suppressed	125	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2010"	"2010"	Suppressed	119	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2011"	"2011"	Suppressed	127	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2012"	"2012"	Suppressed	141	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2013"	"2013"	Suppressed	156	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2014"	"2014"	Suppressed	163	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2015"	"2015"	Suppressed	180	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2016"	"2016"	Suppressed	189	Suppressed
	"Indiana"	"18"	"75-79 years"	"75-79"	"Female"	"F"	"2017"	"2017"	Suppressed	209	Suppressed
