"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	Suppressed	59268	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	Suppressed	63354	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	Suppressed	65417	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	Suppressed	67106	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	Suppressed	68767	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	Suppressed	71350	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	Suppressed	69299	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	Suppressed	68733	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	Suppressed	68785	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	Suppressed	69471	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	Suppressed	69983	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	Suppressed	70944	Suppressed
	"Arkansas"	"05"	"60-64 years "	"60-64"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	Suppressed	71551	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	Suppressed	43619	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	Suppressed	43810	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	Suppressed	44318	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	Suppressed	44631	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	Suppressed	45746	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	Suppressed	46359	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	Suppressed	47484	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	Suppressed	49148	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	Suppressed	50892	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	Suppressed	53037	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	Suppressed	54980	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	Suppressed	55816	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	Suppressed	56609	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	11	60024	Unreliable
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	Suppressed	61361	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	Suppressed	62899	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	16	64256	Unreliable
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	18	65613	Unreliable
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	Suppressed	63931	Suppressed
	"Arkansas"	"05"	"65-69 years"	"65-69"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	13	63642	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	11	37188	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	11	37294	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	14	37225	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	14	37042	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	17	37230	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	13	37649	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	Suppressed	38276	Suppressed
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	16	39304	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	18	39831	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	17	41037	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	19	41737	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	26	42402	61.32
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	17	43489	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	20	44996	44.45
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	15	46764	Unreliable
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	Suppressed	48139	Suppressed
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	25	48941	51.08
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	27	49148	54.94
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	27	52676	51.26
	"Arkansas"	"05"	"70-74 years"	"70-74"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	37	54231	68.23
	"Arkansas"	"05"	"75-79 years"	"75-79"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	19	28465	Unreliable
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	26	28500	91.23
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	26	28523	91.15
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	24	29042	82.64
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	30	29005	103.43
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	25	29200	85.62
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	25	29466	84.84
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	31	29794	104.05
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	34	29950	113.52
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	38	30069	126.38
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	31	30400	101.97
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	41	30815	133.05
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	45	31615	142.34
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	31	32096	96.59
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	36	33004	109.08
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	42	33816	124.20
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	59	34609	170.48
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	50	35233	141.91
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	72	36448	197.54
	"Arkansas"	"05"	"75-79 years"	"75-79"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	71	38266	185.54
	"Arkansas"	"05"	"80-84 years"	"80-84"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	34	17300	196.53
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	31	17505	177.09
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	42	17950	233.98
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	43	18218	236.03
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	47	18575	253.03
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	50	18756	266.58
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	44	19093	230.45
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	58	19358	299.62
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	65	19807	328.17
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	70	19889	351.95
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	75	20329	368.93
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	62	20394	304.01
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	71	20693	343.11
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	62	20686	299.72
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	63	21189	297.32
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	99	21648	457.32
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	86	22059	389.86
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	117	22528	519.35
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	106	23121	458.46
	"Arkansas"	"05"	"80-84 years"	"80-84"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	105	23509	446.64
	"Arkansas"	"05"	"85-89 years"	"85-89"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	25	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	25	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	35	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	43	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	41	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	41	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	51	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	59	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	67	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	55	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	67	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	80	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	88	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	68	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	68	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	90	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	102	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	105	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	112	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	107	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	27	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	25	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	37	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	36	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	43	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	43	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	34	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	49	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	69	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	89	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	67	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	65	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	27	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"California"	"06"	"30-34 years"	"30-34"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	Suppressed	606405	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	Suppressed	590356	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	Suppressed	586075	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	Suppressed	570768	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	Suppressed	548331	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	Suppressed	522670	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	Suppressed	490228	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	Suppressed	464104	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	Suppressed	452712	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	Suppressed	452424	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	Suppressed	460693	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	Suppressed	467414	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	Suppressed	482801	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	Suppressed	495771	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	Suppressed	509163	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	Suppressed	517299	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	Suppressed	522082	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	Suppressed	525747	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	Suppressed	530742	Suppressed
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	Suppressed	532482	Suppressed
	"California"	"06"	"35-39 years"	"35-39"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	Suppressed	721168	Suppressed
	"California"	"06"	"35-39 years"	"35-39"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	Suppressed	700696	Suppressed
	"California"	"06"	"35-39 years"	"35-39"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	Suppressed	668054	Suppressed
